X,Y,Z,VX,VY,VZ
     -1.29,       9.56,      12.86,     -17.22,     121.24,     163.20 
     10.86,       6.48,       8.80,     138.70,      83.29,     111.50 
    -14.96,       4.44,       0.51,    -187.85,      56.56,       5.56 
     -3.33,       5.38,       5.64,     -43.56,      69.16,      72.66 
    -10.56,     -15.82,      -4.72,    -131.40,    -197.31,     -59.05 
     14.14,     -10.38,      16.56,     177.42,    -130.18,     206.57 
     17.20,     -11.63,      -7.80,     215.40,    -145.43,     -97.54 
     15.12,     -16.20,      19.38,     190.08,    -203.15,     241.90 
     26.55,     -16.83,      -1.82,     332.91,    -211.06,     -22.70 
     -9.03,      -1.53,      -5.15,     -97.40,     -18.27,     -60.93 
     17.12,      -2.90,      -8.40,     215.64,     -36.72,    -105.69 
     -8.96,     -13.51,       5.11,    -112.23,    -169.34,      63.95 
    -15.68,      11.32,      -5.00,    -193.63,     141.96,     -62.86 
      3.68,       1.17,      17.64,      46.55,      14.61,     221.01 
     11.89,      -3.98,     -15.93,     149.69,     -49.50,    -199.78 
    -15.63,      -1.82,       3.92,    -195.45,     -22.92,      49.50 
    -14.90,       0.94,      10.42,    -186.46,      12.51,     132.05 
     -4.88,      -7.91,      -6.36,     -62.67,    -101.12,     -81.80 
     -8.16,      13.83,      -0.68,    -103.87,     175.08,      -8.68 
     17.94,       5.35,      -0.47,     226.31,      67.69,      -5.89 
     -6.40,       1.60,      12.50,     -80.26,      22.58,     157.55 
    -12.26,       2.30,       7.49,    -139.23,      33.54,      85.26 
      4.26,      -2.57,     -19.14,      53.82,     -32.75,    -239.18 
      0.49,      10.08,      15.60,       6.12,     127.06,     196.51 
    -11.45,     -14.28,      -3.49,    -141.71,    -178.27,     -43.31 
     16.22,      -4.16,      -8.80,     204.10,     -51.85,    -110.68 
      0.74,     -15.64,      11.44,       9.81,    -196.79,     145.15 
     -2.97,      -5.36,       2.68,     -36.71,     -65.54,      32.76 
      4.76,      16.33,     -10.64,      61.18,     204.38,    -134.09 
     -3.02,      -7.03,      -7.28,     -39.53,     -89.70,     -95.23 
      6.33,      -0.85,      16.83,      79.35,      -9.95,     211.03 
     10.89,     -11.60,     -12.52,     137.70,    -146.13,    -157.61 
     -8.95,       9.58,       1.47,    -112.13,     124.17,      17.06 
     -7.99,     -14.18,       9.55,     -99.63,    -178.11,     120.49 
    -10.33,     -12.74,      -6.10,    -129.80,    -159.80,     -78.37 
     15.01,       5.53,      -8.98,     189.42,      70.00,    -113.88 
     17.77,      -9.64,     -11.46,     224.20,    -121.93,    -144.19 
     14.06,       7.60,     -17.16,     176.67,      95.28,    -215.09 
     -8.24,       8.38,      -7.19,    -104.74,     105.91,     -90.78 
      9.44,      -3.02,     -10.29,     120.68,     -40.00,    -131.92 
     -9.94,      11.76,     -10.97,    -124.57,     147.29,    -138.09 
     -9.34,     -11.69,      -5.86,    -118.13,    -147.39,     -74.31 
      5.15,      -4.19,       3.25,      68.45,     -54.88,      46.79 
    -12.08,       4.04,       7.33,    -153.25,      52.79,      93.39 
     -8.20,     -13.66,       6.10,    -102.48,    -170.42,      76.66 
     -6.35,       9.32,      14.23,     -81.19,     118.43,     179.27 
     19.35,      -4.63,       1.49,     243.20,     -58.44,      17.82 
      5.45,      -2.78,       4.88,      69.61,     -31.04,      64.05 
      3.88,     -16.92,     -12.29,      49.77,    -212.39,    -154.63 
      9.78,       4.32,       3.77,     125.43,      54.11,      48.10 
     -1.71,       0.27,      -4.11,     -31.88,       3.95,     -54.48 
      4.47,      14.52,       7.41,      56.20,     181.72,      93.46 
    -18.52,      -5.59,      -4.18,    -232.16,     -70.18,     -53.73 
     -8.10,      -5.33,      16.05,    -101.15,     -67.21,     200.60 
      6.46,      -3.57,      -1.14,      83.71,     -48.23,     -14.95 
      1.73,       4.54,      -3.89,      22.46,      65.98,     -53.61 
      8.38,       2.87,      -8.38,     107.96,      38.57,    -107.79 
     -4.25,      -8.72,       6.04,     -56.15,    -111.82,      78.33 
    -12.00,      -2.49,     -10.01,    -149.87,     -30.45,    -124.91 
     20.97,       8.45,       2.19,     263.74,     106.53,      27.40 
      3.04,       3.48,      -4.02,      44.33,      48.58,     -55.87 
     -6.89,      10.20,       8.77,     -86.19,     127.96,     110.45 
     -6.51,       6.86,       1.11,     -55.42,      65.14,      13.66 
     -3.41,      14.60,     -13.49,     -42.18,     183.05,    -168.96 
     -1.38,      12.23,      15.04,     -16.98,     153.50,     188.77 
     -8.32,      -0.42,       4.55,    -107.91,      -7.27,      54.91 
     -0.45,       5.17,     -19.79,      -6.60,      65.43,    -248.21 
     15.51,       5.47,       9.90,     200.02,      68.80,     116.39 
      9.08,       9.54,       5.66,     114.50,     122.10,      73.21 
    -12.93,       9.65,     -12.56,    -162.49,     121.40,    -157.96 
     -7.92,      -0.35,      11.17,     -99.21,      -4.44,     141.68 
      2.09,     -11.22,      11.08,      24.41,    -141.48,     140.54 
      3.49,       5.00,      -4.19,      43.38,      67.18,     -57.76 
     14.88,     -12.32,      -8.41,     187.57,    -154.25,    -105.75 
      7.47,       4.61,      11.26,      93.29,      57.25,     141.07 
     -2.01,      11.79,      -9.47,     -24.65,     149.44,    -120.03 
     -1.58,       3.58,      15.38,     -20.70,      43.04,     192.18 
      3.75,       3.07,       4.74,      51.07,      40.51,      64.71 
     11.69,      -7.74,     -12.82,     147.95,     -97.02,    -161.39 
      4.84,       7.85,      -0.89,      61.06,      96.91,     -11.54 
      9.18,      -1.82,     -13.76,     115.14,     -22.72,    -173.11 
     -4.19,       6.58,      16.83,     -51.74,      82.71,     210.92 
     -7.62,      14.87,     -10.01,     -94.82,     185.30,    -125.65 
    -14.99,       1.43,      -3.42,    -192.10,      24.80,     -42.83 
     -1.72,       3.17,      -3.28,     -30.91,      45.77,     -47.46 
     -8.62,       5.01,      -8.46,    -109.35,      64.58,    -107.01 
     -5.13,       6.74,      -9.87,     -67.09,      86.60,    -125.96 
     14.95,       6.64,      -9.51,     188.84,      83.32,    -119.85 
     -8.83,      13.61,       1.20,    -109.83,     169.87,      15.23 
     -9.02,       6.79,      10.86,    -113.73,      86.62,     137.13 
     10.59,       2.14,      -4.69,     131.86,      26.21,     -59.15 
     -3.06,      -0.73,      18.23,     -38.34,      -9.05,     229.04 
      4.75,     -21.63,       9.05,      60.18,    -270.82,     113.42 
      5.08,      11.80,     -12.75,      64.65,     148.79,    -160.85 
     -8.52,      -8.82,     -14.84,    -106.99,    -111.20,    -186.59 
     11.62,       5.91,      13.81,     145.61,      73.86,     172.73 
     -6.53,       6.25,      -1.87,     -86.51,      82.38,     -25.78 
      6.08,     -11.10,     -14.46,      77.43,    -140.10,    -181.38 
      0.73,       8.99,      -3.32,       9.04,     111.13,     -41.90 
      0.31,      19.10,      -2.19,       3.95,     240.09,     -26.58 
     -6.67,       0.01,     -18.98,     -83.49,       0.07,    -238.46 
     -1.11,       4.11,       4.59,     -18.71,      55.44,      58.49 
     12.95,      10.33,       6.51,     163.02,     129.65,      82.19 
     -2.32,      -7.38,     -16.08,     -28.64,     -93.07,    -203.40 
      5.10,      -0.76,      18.84,      64.86,      -8.73,     237.30 
     15.05,      -0.96,      14.61,     189.61,     -11.71,     184.16 
     -7.99,       5.86,     -14.23,    -101.62,      74.26,    -179.09 
     -0.00,      -3.25,      -2.49,      -4.98,     -45.81,     -36.84 
      1.91,      -8.61,       2.55,      24.26,    -110.38,      33.89 
     -2.31,      19.70,      -1.97,     -28.68,     245.66,     -25.54 
      3.39,      18.21,      -7.26,      42.52,     228.09,     -91.52 
    -10.60,      12.95,      -5.83,    -133.56,     162.15,     -73.60 
     12.29,       3.63,      -5.57,     157.03,      46.93,     -70.55 
     17.66,      -2.53,      -5.36,     221.11,     -31.59,     -67.25 
      6.61,      12.49,       8.52,      84.05,     157.08,     108.08 
     -6.87,      -1.84,      -8.94,     -88.56,     -24.73,    -114.54 
      5.79,       1.15,       6.14,      76.86,      15.76,      81.42 
     -7.99,      12.14,      -3.99,    -102.06,     153.98,     -49.61 
    -30.37,     -11.59,      -1.39,    -379.61,    -144.67,     -17.74 
    -15.59,      -7.31,       0.06,    -195.02,     -91.33,       1.13 
     -8.39,       6.38,      -6.74,    -103.52,      78.04,     -82.95 
      1.57,      -5.57,      -5.82,      22.83,     -75.11,     -78.16 
      4.60,     -12.55,      12.49,      57.75,    -158.66,     157.83 
     -9.44,       2.86,      -5.69,    -121.07,      38.91,     -74.24 
      6.46,       2.15,       5.57,      84.51,      28.62,      71.18 
      5.09,      -5.58,      -3.76,      65.04,     -74.64,     -51.76 
     -6.60,       5.01,      -7.52,     -81.97,      62.17,     -92.60 
      1.59,      13.07,      20.83,      20.42,     163.79,     260.02 
     -5.94,       8.39,      -6.48,     -73.78,     106.48,     -84.18 
     12.92,      -9.14,      -2.80,     162.80,    -114.14,     -35.69 
     -4.85,      -6.24,      -3.39,     -63.97,     -82.55,     -41.37 
      0.20,       3.10,     -24.98,       3.32,      38.48,    -313.36 
     21.64,      13.89,      -4.37,     272.15,     174.65,     -54.56 
      0.23,       8.49,       1.64,       3.62,     105.79,      22.55 
      5.81,       5.31,       5.53,      76.01,      72.73,      71.50 
     -5.75,      16.48,      -3.56,     -72.30,     206.39,     -41.86 
      0.02,       2.22,      -6.83,       1.80,      26.82,     -87.98 
    -16.06,      -1.41,     -14.94,    -201.52,     -17.42,    -188.05 
    -16.01,      -1.59,      -7.73,    -199.93,     -19.86,     -97.36 
     23.42,      -2.04,      -1.04,     293.37,     -26.16,     -12.93 
    -10.65,      -1.71,      10.05,    -134.31,     -21.61,     128.04 
     -7.67,      -6.36,      16.30,     -96.11,     -80.10,     204.62 
     -0.82,      -7.37,      -4.99,      -6.98,     -95.45,     -65.40 
    -10.40,     -46.86,      43.54,    -131.28,    -583.59,     546.41 
      6.73,     -14.92,       8.79,      85.35,    -188.63,     111.26 
      5.64,       6.29,      -7.05,      71.79,      81.17,     -92.27 
     19.31,      13.46,      14.90,     243.06,     169.04,     185.80 
     10.26,      12.79,       2.01,     131.53,     161.55,      27.18 
    -10.18,       5.49,      -7.99,    -125.36,      67.70,    -100.16 
     -8.06,      -3.28,       3.45,    -102.53,     -39.00,      47.55 
      7.50,     -18.40,      -7.07,      94.63,    -229.72,     -88.55 
      3.64,       0.37,       0.81,      47.37,      14.83,       2.88 
      4.45,       4.96,       3.66,      61.46,      67.50,      51.56 
     -6.75,      -8.79,       4.79,     -86.47,    -111.72,      61.62 
     -1.33,     -19.04,      -2.04,     -15.99,    -239.72,     -25.52 
     -9.39,       8.66,       5.04,    -118.03,     109.40,      62.11 
     -4.32,      -4.84,      13.77,     -54.72,     -61.43,     174.86 
     -0.23,       3.05,      -3.94,      -3.08,      46.40,     -45.89 
    -12.86,       6.55,     -12.67,    -161.00,      82.12,    -159.27 
      9.50,       7.49,       5.36,     121.19,      95.70,      68.41 
     12.52,     -14.27,      -5.02,     158.43,    -179.20,     -64.03 
      4.78,       5.21,      -6.07,      60.71,      70.09,     -79.38 
     10.90,      28.62,     -11.32,     139.30,     359.37,    -140.62 
     -6.63,     -15.22,       1.28,     -82.81,    -192.09,      15.56 
      7.80,       7.11,      -6.19,      99.56,      91.30,     -80.80 
     -1.48,       9.11,      -7.52,     -21.74,     115.90,     -98.03 
     -6.47,      17.82,      -9.13,     -82.76,     223.41,    -114.59 
     -5.72,      -8.89,       8.22,     -73.19,    -112.18,     104.34 
      2.47,     -23.27,       2.35,      31.83,    -290.65,      29.43 
      9.73,       2.77,     -11.53,     122.32,      34.72,    -144.31 
      5.34,      10.40,      -5.99,      66.64,     128.69,     -74.61 
      4.86,       2.22,      19.83,      61.85,      28.49,     250.42 
      6.20,     -10.27,     -18.87,      78.48,    -128.80,    -236.95 
     -4.15,       7.49,       6.42,     -51.60,      92.43,      79.67 
      0.00,       0.15,      -4.64,       3.78,      -4.96,     -56.31 
      3.88,      10.29,      -0.09,      50.77,     130.05,      -2.81 
     12.07,       5.08,     -20.56,     151.17,      63.31,    -258.15 
     -7.94,       1.19,      12.93,    -100.42,      15.84,     163.92 
    -20.14,       2.23,      -2.70,    -251.61,      28.03,     -33.67 
     -8.48,       5.47,      -6.23,    -109.35,      70.42,     -80.52 
      0.43,     -11.01,     -15.89,       5.75,    -138.61,    -199.87 
    -12.25,      14.20,      -4.66,    -153.12,     177.20,     -58.36 
     -0.63,      15.47,       9.71,      -7.74,     194.61,     122.57 
    -10.06,      -0.26,     -20.71,    -125.96,      -3.53,    -260.39 
      9.39,      -6.62,       3.61,     119.34,     -85.36,      47.80 
     10.83,      20.40,       0.67,     136.19,     255.17,       8.91 
      4.48,      -7.17,      18.29,      57.74,     -91.70,     228.86 
      0.16,      13.33,     -11.51,       3.18,     166.15,    -144.06 
     -2.01,      -6.31,     -20.61,     -25.03,     -79.40,    -259.05 
      0.26,      13.38,     -12.39,       2.18,     167.95,    -155.24 
     -6.07,       9.24,       0.35,     -75.27,     114.37,       4.41 
     12.95,      -7.87,     -15.01,     164.16,     -98.95,    -188.90 
      0.07,      19.36,       0.68,       0.89,     243.01,       9.21 
      2.70,       1.31,      -9.74,      32.81,      21.10,    -100.03 
      3.89,       4.92,      -4.68,      53.83,      66.25,     -62.66 
      5.68,      -8.05,      -5.74,      73.93,    -104.42,     -74.82 
     -2.67,      10.00,       3.40,     -33.46,     127.80,      41.68 
     -5.81,       4.81,      -4.52,     -76.23,      62.99,     -59.53 
     -6.31,       0.10,      -8.57,     -79.18,       1.89,    -109.76 
     -3.13,      -3.86,      -3.89,     -46.20,     -57.98,     -54.07 
      1.27,       0.50,      -3.65,      25.54,      -1.13,     -45.25 
      8.18,      -6.73,      -1.16,     106.98,     -86.38,     -16.29 
     -2.78,      18.12,       0.93,     -33.96,     227.03,      11.23 
      7.98,       5.71,       4.48,     102.53,      75.34,      59.60 
      2.63,      13.78,      -9.98,      33.92,     174.00,    -126.51 
     -4.93,      18.25,      13.99,     -61.46,     228.54,     176.06 
     -9.43,      -9.10,      10.13,    -117.37,    -113.12,     126.81 
      2.92,      -4.32,       0.78,      41.34,     -56.88,      16.09 
     20.74,     -14.85,      -7.81,     260.03,    -186.04,     -97.76 
     17.82,      -2.56,      21.57,     196.16,     -33.86,     231.18 
      7.67,      -3.67,      -8.13,     101.17,     -48.36,    -103.73 
     -8.36,      -5.58,      -1.75,    -107.43,     -73.39,     -26.47 
     12.59,       5.62,       0.12,     160.29,      68.03,       0.77 
      0.79,      12.90,       7.20,       8.78,     162.23,      91.14 
     -2.23,      10.92,       4.72,     -28.08,     139.13,      60.28 
    -10.49,      -4.55,       8.09,    -131.14,     -54.73,     103.11 
      3.04,      -8.97,     -16.52,      40.37,    -111.65,    -206.57 
     -6.38,      -6.90,       6.84,     -83.72,     -87.73,      87.74 
      5.24,       5.44,      -1.57,      62.54,      76.29,     -20.14 
     -3.57,       2.12,      -4.18,     -45.98,      32.51,     -55.83 
     -2.88,       2.98,      -2.77,     -31.38,      17.46,     -27.22 
    -17.54,       3.34,       8.44,    -218.96,      42.41,     106.38 
     -2.85,       9.56,       6.58,     -27.52,     107.56,      77.55 
     -8.70,      -6.87,      -5.33,    -110.35,     -88.18,     -69.01 
      6.82,      -7.08,       4.67,      87.55,     -92.06,      62.01 
     -6.33,      10.51,       9.35,     -78.66,     131.20,     116.74 
     -7.36,       0.16,       6.01,     -91.34,       2.90,      75.81 
     -6.05,     -11.15,     -14.69,     -76.38,    -140.91,    -184.87 
    -12.20,       0.65,      10.84,    -152.19,       7.66,     135.84 
     20.77,      12.16,       2.93,     261.86,     153.71,      37.24 
    -14.55,       2.31,       9.03,    -182.27,      29.20,     113.82 
     -4.23,      12.65,       2.17,     -51.89,     159.89,      27.72 
     -6.27,      -0.43,       2.88,     -76.92,      -4.87,      35.72 
     -4.83,      -5.35,      -4.46,     -65.07,     -72.46,     -59.84 
    -10.26,       3.78,     -11.19,    -130.89,      45.48,    -140.51 
     -3.83,      -0.58,      -3.91,     -50.59,      -1.48,     -59.12 
    -17.07,       3.22,      -7.32,    -214.03,      41.38,     -92.68 
      6.79,       6.75,       3.74,      86.81,      90.76,      50.01 
    -18.12,       3.75,       5.57,    -226.20,      47.52,      70.40 
     -3.40,      -7.29,       3.77,     -43.73,     -96.01,      46.68 
     10.41,      10.53,      -1.69,     132.54,     134.04,     -20.41 
     -2.52,      12.11,      15.07,     -31.03,     151.81,     189.64 
    -10.96,       1.81,      11.09,    -138.46,      24.40,     140.73 
     -3.33,      -7.57,      -5.76,     -44.04,     -98.78,     -72.63 
    -15.91,       6.78,      -5.39,    -198.68,      85.14,     -67.83 
     -7.76,       6.65,       4.29,    -101.46,      86.64,      55.81 
      0.03,     -10.60,      14.38,       0.67,    -132.18,     180.14 
     -7.84,       5.59,       4.87,     -96.40,      71.10,      63.35 
    -12.90,     -10.66,      -9.74,    -159.88,    -133.06,    -121.80 
      9.62,      -6.84,      -6.97,     121.91,     -85.87,     -88.71 
     12.47,     -14.97,      11.04,     156.33,    -187.82,     139.11 
      7.21,     -12.09,     -15.90,      91.04,    -151.11,    -199.44 
     -5.84,       2.79,       9.83,     -72.80,      35.15,     121.96 
      4.26,       5.41,      -3.38,      38.20,      65.54,     -35.83 
     10.60,      14.13,       6.61,     131.60,     178.42,      83.74 
     -4.12,       4.39,      -4.13,     -57.10,      60.66,     -55.39 
      2.21,     -11.54,      14.41,      27.92,    -144.32,     179.83 
     -8.21,     -10.25,       0.51,    -105.07,    -131.27,       7.32 
     -2.35,       8.38,       8.67,     -34.41,     108.30,     113.60 
     -7.25,      15.40,      -6.49,     -90.57,     192.56,     -81.02 
      4.42,     -16.85,     -12.67,      57.19,    -212.77,    -159.77 
     -6.14,      -0.32,     -13.66,     -77.09,      -4.07,    -170.95 
     -8.91,       0.99,       5.65,    -116.30,      13.24,      69.76 
      6.74,      -2.33,      14.29,      84.70,     -30.32,     178.68 
      6.49,       3.42,       7.46,      84.51,      47.03,      96.59 
     -4.72,      -4.13,      -4.31,     -65.56,     -52.91,     -49.54 
     -5.16,      -8.20,      -3.40,     -67.18,    -103.83,     -43.14 
     14.93,      -1.77,      -8.55,     186.76,     -22.64,    -106.83 
    -13.18,       4.93,      -9.72,    -164.48,      61.63,    -122.23 
     10.31,      -7.66,       2.45,     131.30,     -98.03,      32.17 
      9.25,      10.40,     -18.72,     116.35,     129.87,    -235.44 
     13.60,     -10.19,     -10.18,     172.23,    -127.63,    -128.93 
      0.67,      -1.53,       0.50,       9.31,     -22.07,      -2.10 
     -1.74,     -10.85,     -16.39,     -21.97,    -136.84,    -207.18 
     24.43,      -7.51,      -1.72,     306.23,     -94.45,     -21.66 
     -1.82,     -16.61,      12.75,     -22.54,    -208.39,     161.05 
     18.22,       5.35,      -8.06,     229.23,      67.32,    -101.85 
      9.41,      13.38,       4.22,     118.34,     168.04,      54.41 
     -8.07,      -6.98,       7.70,    -101.82,     -88.50,      98.56 
     -0.20,      15.76,       8.97,      -0.82,     197.08,     114.54 
     -5.23,       2.96,      -4.11,     -68.63,      44.70,     -51.93 
     -9.91,      -3.19,     -13.68,    -123.60,     -40.44,    -173.30 
      8.18,       0.40,      -5.97,     103.80,       7.03,     -75.84 
      8.11,       5.82,      -4.87,     102.71,      72.95,     -60.51 
      3.22,     -12.97,      -8.53,      40.99,    -161.87,    -106.27 
      6.67,      14.45,      -2.94,      83.79,     179.67,     -35.95 
    -13.15,       4.09,      13.92,    -211.91,      77.29,     181.83 
     -3.06,      18.41,      -2.61,     -39.01,     230.85,     -33.77 
     -7.86,       5.55,       4.88,    -101.98,      70.80,      60.82 
    -12.02,      -5.43,     -13.81,    -151.37,     -68.79,    -174.39 
      6.42,       0.17,      -1.88,      70.24,      -3.43,     -18.89 
      0.07,     -18.51,      16.26,       1.93,    -231.42,     203.18 
      7.81,      -4.64,       0.39,      79.15,     -40.44,       7.18 
      1.67,      10.14,       3.02,      22.78,     129.18,      38.18 
      3.03,     -20.01,      -3.65,      38.29,    -250.30,     -46.74 
      4.41,       7.07,       7.60,      55.21,      88.30,      94.93 
     -3.89,     -12.53,      15.03,     -48.19,    -156.90,     189.65 
      2.44,     -10.23,     -10.66,      30.07,    -129.72,    -135.52 
    -10.50,      -8.17,      -1.34,    -134.09,    -103.61,     -17.43 
      6.23,      -2.63,       4.85,      81.78,     -36.19,      64.48 
     15.33,      -6.56,      -4.81,     194.37,     -82.72,     -60.01 
      9.16,      -7.05,       6.44,     116.63,     -90.37,      82.76 
      6.50,       9.82,     -10.67,      82.35,     123.05,    -133.58 
     17.36,      -0.60,      -3.61,     218.17,      -7.81,     -45.54 
     17.55,     -20.26,      -3.73,     220.17,    -253.45,     -46.90 
    -14.77,      -6.17,      -9.78,    -185.61,     -78.04,    -123.77 
     16.73,       2.67,      -6.08,     211.79,      33.74,     -76.03 
      4.44,       9.49,      -9.71,      56.74,     120.96,    -122.81 
    -15.14,       1.20,      -7.07,    -189.33,      15.65,     -89.77 
     42.56,       3.25,     -30.60,     533.13,      40.33,    -383.04 
     -3.46,       9.46,       1.97,     -45.30,     121.01,      27.59 
      3.63,       1.28,     -10.18,      36.77,      17.09,    -108.50 
      5.82,      18.48,       4.04,      73.38,     230.68,      50.58 
      5.73,      -3.90,      -2.72,      75.72,     -53.20,     -39.24 
      5.85,      -9.52,      -1.15,      73.29,    -123.29,     -16.88 
     -5.00,       1.01,      11.42,     -63.90,      12.09,     145.42 
     10.22,       5.01,     -11.45,     127.97,      62.07,    -143.17 
      8.35,       5.87,     -14.42,     106.11,      74.51,    -182.57 
     -3.98,     -14.48,      -8.77,     -50.15,    -182.18,    -110.21 
    -11.71,       8.79,       0.28,    -147.52,     111.24,       3.45 
     12.71,       3.59,      10.39,     159.36,      45.33,     130.96 
     10.80,      12.56,      -1.09,     136.36,     159.58,     -13.36 
     -5.75,       8.33,      -2.89,     -75.62,     105.57,     -36.25 
      9.91,       8.57,      16.77,     124.44,     106.43,     209.32 
      9.68,      -0.46,      13.64,     122.29,      -3.18,     172.90 
    -15.50,     -14.95,       4.49,    -193.85,    -187.12,      56.72 
     10.32,       6.92,       4.95,     131.03,      89.84,      63.96 
     -6.24,      -6.13,       5.94,     -81.53,     -79.10,      76.84 
     -7.85,     -14.09,       1.05,     -97.83,    -175.52,      12.65 
     -1.04,      15.99,      11.66,     -12.27,     199.51,     146.83 
     -1.79,       1.90,      -7.76,     -22.55,      22.12,    -100.54 
    -10.60,      11.14,     -13.12,    -132.56,     139.34,    -165.01 
     -6.10,      -8.83,      -1.07,     -77.68,    -113.79,     -14.14 
      4.79,       2.40,     -10.64,      59.60,      29.13,    -132.34 
     11.33,       5.36,      -5.77,     144.18,      68.15,     -73.17 
     -8.97,      -4.80,     -16.24,    -111.45,     -59.37,    -204.10 
     -5.43,       8.47,       4.21,     -71.26,     108.36,      54.19 
      3.89,      -4.86,       4.37,      52.34,     -65.67,      58.41 
      4.94,      13.97,       3.26,      64.73,     176.54,      39.82 
     -2.68,      15.59,       7.19,     -33.09,     194.07,      89.79 
     -3.61,       9.18,      -6.96,     -44.55,     116.89,     -89.47 
      6.27,      14.13,     -14.96,      79.09,     177.20,    -187.86 
     24.24,     -14.25,      -0.87,     304.35,    -178.09,     -10.66 
     -6.50,      -3.48,      -5.43,     -83.77,     -45.84,     -72.17 
      7.19,       2.94,      -7.12,      91.49,      38.87,     -93.06 
     -2.60,       3.98,       9.73,     -35.91,      52.63,     125.34 
      7.30,       1.06,       8.61,      95.12,      16.44,     112.06 
     11.14,      14.08,       2.54,     141.52,     177.62,      32.80 
      7.89,     -20.09,       3.01,      99.50,    -251.62,      37.69 
    -10.02,     -10.81,      -7.97,    -124.56,    -134.98,     -99.54 
     -3.92,      -4.73,      19.14,     -48.60,     -59.04,     239.90 
     16.05,       4.32,       9.63,     201.70,      54.83,     121.20 
     -4.90,       3.00,      -4.00,     -63.77,      46.39,     -53.80 
     -5.06,       0.81,     -11.31,     -65.72,      16.47,    -127.95 
     -2.45,       5.51,       3.18,     -35.02,      72.43,      44.62 
      2.95,      13.10,      13.99,      37.74,     165.10,     176.20 
     16.31,      14.43,      -8.16,     204.75,     180.76,    -102.16 
     11.34,     -13.02,      -6.65,     143.01,    -164.93,     -83.14 
      1.73,     -13.39,     -10.25,      22.45,    -169.76,    -130.60 
      7.21,       7.12,       2.77,      92.84,      93.13,      39.71 
     -3.71,     -11.41,      10.63,     -45.89,    -143.18,     133.87 
      1.73,      -3.01,       1.05,      30.14,     -30.24,       8.82 
      0.78,       6.08,      -3.62,       9.17,      82.09,     -45.27 
    -10.76,      -4.62,      -5.25,    -137.12,     -58.46,     -67.01 
     10.01,     -17.33,     -11.53,     102.93,    -184.60,    -122.88 
      4.90,      14.25,       6.49,      63.05,     180.40,      83.31 
     -5.43,      -6.11,      10.07,     -70.94,     -78.42,     129.28 
     -2.83,     -15.23,       9.73,     -35.21,    -190.96,     123.14 
      9.32,      -6.78,       9.48,     119.77,     -85.52,     121.63 
      1.26,     -12.76,      -6.72,      15.29,    -159.43,     -84.13 
      4.28,      -4.60,       4.21,      58.92,     -61.72,      57.49 
     -7.99,      14.63,      -3.78,    -101.20,     184.41,     -48.28 
     11.67,      -9.15,      10.34,     148.04,    -115.81,     131.35 
      5.05,      -2.76,      13.53,      64.32,     -34.15,     171.76 
     -7.03,      -6.31,       7.40,     -91.46,     -80.08,      96.56 
     15.92,      -0.45,     -12.68,     200.48,      -5.94,    -159.12 
      5.90,      -2.24,     -11.57,      75.25,     -28.80,    -146.73 
      7.17,      -3.95,     -10.41,      91.49,     -50.90,    -133.99 
    -11.19,      -6.17,      -2.33,    -139.91,     -77.72,     -30.19 
     -4.40,     -18.26,     -12.57,     -55.42,    -229.63,    -158.49 
     -1.19,      -1.68,      22.01,     -14.52,     -21.48,     274.41 
      7.63,      -2.25,      -6.22,      95.12,     -28.44,     -77.04 
     -9.70,      -4.34,       9.16,    -119.83,     -58.16,     115.42 
    -17.01,      -4.58,      -4.02,    -213.74,     -57.65,     -51.22 
     13.11,     -23.69,       1.99,     143.29,    -267.49,      20.49 
      2.15,     -13.05,     -16.30,      27.76,    -164.17,    -204.99 
     13.98,       1.18,      12.03,     175.62,      16.63,     149.78 
     -0.34,      -1.27,      -2.25,       0.78,      -7.03,     -17.50 
     -7.91,     -23.30,     -19.59,     -98.97,    -293.18,    -246.45 
     -4.35,      -4.09,       3.72,     -55.87,     -58.01,      51.22 
     -7.76,       7.46,      -1.94,     -97.05,      92.82,     -25.53 
     -9.91,       3.74,      -7.86,    -122.53,      46.35,     -97.76 
     11.18,      -6.22,     -13.75,     140.43,     -77.99,    -171.82 
     -5.16,      -0.98,      -6.15,     -66.72,     -11.58,     -77.97 
      3.84,     -10.68,     -16.27,      48.92,    -134.42,    -205.27 
     -3.75,      -5.35,       4.47,     -50.99,     -70.57,      60.64 
    -27.92,      24.92,     -22.11,    -351.22,     312.34,    -277.77 
     -8.90,       5.45,      -5.32,    -114.25,      71.79,     -68.99 
      6.71,      -3.10,      -2.47,      78.69,     -48.28,     -33.00 
     19.99,       1.68,      -0.45,     251.37,      20.71,      -6.35 
      3.34,      -3.03,       3.31,      47.10,     -44.59,      47.91 
     -3.35,     -12.83,       0.71,     -40.43,    -158.72,       8.53 
     12.47,      12.70,       6.34,     156.20,     159.05,      79.36 
      5.91,      -7.24,       3.58,      77.02,     -93.90,      47.96 
     -1.64,      -4.72,     -18.40,     -20.81,     -59.35,    -231.22 
      1.01,      -5.57,      15.60,      12.74,     -69.72,     195.69 
     -4.38,       3.18,     -12.92,     -54.98,      38.83,    -163.79 
      7.35,     -11.64,       6.03,      80.20,    -127.46,      68.09 
      6.86,      -3.24,       7.81,      89.56,     -42.73,     101.08 
     -1.66,       8.69,      -6.76,     -21.65,     111.92,     -87.98 
